0.95872444,1.0083467
0.5864169,3.6427536
0.15134367,2.8355768
0.3351888,3.7732522
0.33262062,1.6611044
0.6700136,2.213381
0.9891315,3.797911
0.37349415,2.033054
0.26471093,1.1299279
0.48237324,1.9965855
0.84058625,2.4348187
0.9972467,1.4812262
0.7756712,1.267595
0.59814197,2.0272002
0.5069187,1.2915156
0.28453857,2.5860808
0.84646386,2.512436
0.27666143,1.6291741
0.20395991,2.4916828
0.9174692,1.6351058
0.5246815,2.5664227
0.98829174,3.772068
0.40262184,1.8027606
0.52952594,3.9466424
0.6233071,2.6499367
0.60950714,1.5988286
0.5055631,3.9405138
0.95796937,3.4523556
0.34604847,3.5565314
0.55933553,1.6060095
0.32084352,1.6166683
0.27523315,1.1321545
0.12272926,3.6588323
0.43131986,1.6065005
0.37547258,3.2656543
0.97126484,1.6764524
0.8098966,3.5556946
0.5240641,1.8895105
0.9437113,2.333259
0.123424776,2.687238
0.92659307,1.2900307
0.39565685,3.9872224
0.3817246,2.4443321
0.596942,1.5253155
0.63005924,2.2176402
0.94249934,1.3402961
0.595266,1.8138058
0.18529034,1.1677185
0.4183643,1.2166727
0.13291988,2.5117006
0.14818479,3.8718975
0.6211884,2.9553049
0.48559064,1.7179232
0.70396334,3.2363448
0.19381875,1.3975261
0.24618825,2.1681857
0.2191683,3.4988475
0.93335617,1.8123807
0.6084884,3.9828737
0.80152875,3.846541
0.1841181,1.8319463
0.67399675,1.6389542
0.10449861,2.9747145
0.14112769,3.401279
0.8094037,3.4841826
0.8975795,2.6758041
0.32579806,3.2404087
0.50843173,2.008145
0.65020823,1.4505183
0.52066946,3.0173032
0.24340536,3.260772
0.5899104,1.7012224
0.84302014,1.5989375
0.82650816,2.5181897
0.36091244,3.1781523
0.83092636,3.830151
0.9646966,3.669837
0.20160896,1.2799288
0.9564395,1.6689535
0.22277161,1.937753
0.98486406,1.030598
0.68984365,2.8166203
0.20191209,1.576857
0.2406911,2.8607748
0.10317196,2.6541688
0.49560666,2.5313804
0.19084604,2.5720656
0.41381812,2.6972237
0.71896225,1.1879092
0.813397,1.4153161
0.4865555,3.0379624
0.12566961,2.2564118
0.8332914,1.1926581
0.49978527,3.4718893
0.857175,3.9999933
0.51181984,1.3607051
0.5059421,2.465868
0.8888952,3.0788567
