1.4496307,0.08017184
0.8422986,0.41047892
0.75663006,0.04810792
0.6620013,0.089021794
1.3057407,0.18357304
1.0919856,0.2623129
0.8570038,0.24407509
0.3707978,0.075597145
0.144294,0.4734649
1.2028242,0.25683227
0.5318263,0.22398414
0.24688691,0.47771114
1.4473534,0.25852153
0.2989366,0.3299941
0.31783605,0.36887485
0.39189988,0.38220006
0.88494474,0.31341875
1.7820115,0.13935737
1.5643284,0.3143623
1.7759488,0.2964252
0.2826932,0.0862762
1.061607,0.066550866
1.6273879,0.21877883
0.90523446,0.08070148
1.3523054,0.29196995
0.834363,0.06727895
1.3897434,0.41541618
0.8929549,0.27563345
1.0478189,0.1920897
0.36113846,0.21858984
1.4574106,0.37801647
1.3694972,0.4320237
0.6779732,0.3747666
1.3611504,0.36529884
1.7132783,0.29044878
0.59259623,0.22060423
1.2985134,0.14185277
0.39294454,0.06575883
0.5625874,0.22888231
1.8207973,0.4989795
0.96492195,0.17861736
0.56437933,0.48116687
1.2975646,0.044475768
1.4745042,0.44586727
1.3921213,0.03516054
0.39156657,0.31642494
1.9411247,0.3867091
1.3116561,0.2720738
1.5323704,0.33466586
0.20563392,0.38123336
0.79316205,0.021143623
1.6861156,0.02940514
1.9926318,0.43597832
1.3436466,0.20926134
1.7963334,0.35289672
1.3692945,0.32218575
0.58393365,0.46336198
0.98113966,0.12618305
1.5435344,0.14754725
1.8914315,0.031864695
1.0898695,0.49410748
0.7661164,0.29495883
1.0737013,0.070140496
0.7276917,0.13072224
1.722948,0.0034452402
1.5861111,0.19279422
1.0196686,0.021193424
0.8017599,0.45932794
1.9918387,0.074311756
0.9922872,0.09183181
1.6299294,0.42480794
0.9074253,0.01930274
1.103136,0.06978068
0.9841724,0.17453195
0.2123559,0.34471208
0.46967125,0.44999528
0.71514267,0.17541139
1.2306151,0.37932578
0.72299325,0.4445154
1.4980642,0.30729464
1.6888629,0.47258618
0.9329322,0.15437715
0.2728881,0.07666237
1.1616226,0.39164835
1.0491774,0.08435376
0.63268936,0.08406318
0.70513105,0.35140532
1.8253778,0.37244612
0.36351702,0.12839341
1.1587297,0.27851757
1.167929,0.10719001
1.8367513,0.30279705
1.6205146,0.07927777
